date,model,lead,tmax,n_hours
2024-03-17,gem_seamless,h24,16.6,24
2024-03-17,ecmwf_ifs025,h24,17.5,24
2024-03-17,icon_seamless,h0,16.6,24
2024-03-17,ukmo_seamless,h0,16.8,24
2024-03-17,meteofrance_seamless,h0,17.6,24
2024-03-17,gem_seamless,h0,16.8,24
2024-03-17,ecmwf_ifs025,h0,17.1,24
2024-03-18,icon_seamless,h24,11.3,24
2024-03-18,meteofrance_seamless,h24,14.5,24
2024-03-18,gem_seamless,h24,10.6,24
2024-03-18,ecmwf_ifs025,h24,12.0,24
2024-03-18,icon_seamless,h0,11.1,24
2024-03-18,ukmo_seamless,h0,13.4,24
2024-03-18,meteofrance_seamless,h0,12.2,24
2024-03-18,gem_seamless,h0,12.3,24
2024-03-18,ecmwf_ifs025,h0,11.9,24
2024-03-19,icon_seamless,h24,17.0,24
2024-03-19,meteofrance_seamless,h24,17.8,24
2024-03-19,gem_seamless,h24,17.8,24
2024-03-19,ecmwf_ifs025,h24,17.7,24
2024-03-19,icon_seamless,h0,18.5,24
2024-03-19,ukmo_seamless,h0,18.2,24
2024-03-19,meteofrance_seamless,h0,18.1,24
2024-03-19,gem_seamless,h0,18.6,24
2024-03-19,ecmwf_ifs025,h0,18.7,24
2024-03-20,icon_seamless,h24,21.0,24
2024-03-20,meteofrance_seamless,h24,19.8,24
2024-03-20,gem_seamless,h24,19.6,24
2024-03-20,ecmwf_ifs025,h24,20.3,24
2024-03-20,icon_seamless,h0,21.1,24
2024-03-20,ukmo_seamless,h0,19.7,24
2024-03-20,meteofrance_seamless,h0,21.0,24
2024-03-20,gem_seamless,h0,20.3,24
2024-03-20,ecmwf_ifs025,h0,20.4,24
2024-03-21,icon_seamless,h24,22.0,24
2024-03-21,meteofrance_seamless,h24,22.0,24
2024-03-21,gem_seamless,h24,18.8,24
2024-03-21,ecmwf_ifs025,h24,21.8,24
2024-03-21,icon_seamless,h0,22.1,24
2024-03-21,ukmo_seamless,h0,22.4,24
2024-03-21,meteofrance_seamless,h0,22.6,24
2024-03-21,gem_seamless,h0,22.6,24
2024-03-21,ecmwf_ifs025,h0,21.8,24
2024-03-22,icon_seamless,h24,26.3,24
2024-03-22,meteofrance_seamless,h24,26.8,24
2024-03-22,gem_seamless,h24,28.1,24
2024-03-22,ecmwf_ifs025,h24,25.9,24
2024-03-22,icon_seamless,h0,25.7,24
2024-03-22,ukmo_seamless,h0,25.6,24
2024-03-22,meteofrance_seamless,h0,26.6,24
2024-03-22,gem_seamless,h0,28.0,24
2024-03-22,ecmwf_ifs025,h0,25.1,24
2024-03-23,icon_seamless,h24,24.4,24
2024-03-23,meteofrance_seamless,h24,23.3,24
2024-03-23,gem_seamless,h24,23.8,24
2024-03-23,ecmwf_ifs025,h24,22.2,24
2024-03-23,icon_seamless,h0,23.8,24
2024-03-23,ukmo_seamless,h0,24.6,24
2024-03-23,meteofrance_seamless,h0,25.4,24
2024-03-23,gem_seamless,h0,24.6,24
2024-03-23,ecmwf_ifs025,h0,23.9,24
2024-03-24,icon_seamless,h24,19.6,24
2024-03-24,meteofrance_seamless,h24,20.1,24
2024-03-24,gem_seamless,h24,21.5,24
2024-03-24,ecmwf_ifs025,h24,21.0,24
2024-03-24,icon_seamless,h0,20.0,24
2024-03-24,ukmo_seamless,h0,21.4,24
2024-03-24,meteofrance_seamless,h0,20.5,24
2024-03-24,gem_seamless,h0,20.7,24
2024-03-24,ecmwf_ifs025,h0,21.5,24
2024-03-25,icon_seamless,h24,15.6,24
2024-03-25,meteofrance_seamless,h24,15.6,24
2024-03-25,gem_seamless,h24,16.7,24
2024-03-25,ecmwf_ifs025,h24,15.2,24
2024-03-25,icon_seamless,h0,15.2,24
2024-03-25,ukmo_seamless,h0,17.0,24
2024-03-25,meteofrance_seamless,h0,16.4,24
2024-03-25,gem_seamless,h0,14.8,24
2024-03-25,ecmwf_ifs025,h0,14.5,24
2024-03-26,icon_seamless,h24,17.3,24
2024-03-26,meteofrance_seamless,h24,16.8,24
2024-03-26,gem_seamless,h24,16.6,24
2024-03-26,ecmwf_ifs025,h24,17.0,24
2024-03-26,icon_seamless,h0,17.8,24
2024-03-26,ukmo_seamless,h0,17.2,24
2024-03-26,meteofrance_seamless,h0,16.3,24
2024-03-26,gem_seamless,h0,17.3,24
2024-03-26,ecmwf_ifs025,h0,16.8,24
2024-03-27,icon_seamless,h24,14.2,24
2024-03-27,meteofrance_seamless,h24,13.8,24
2024-03-27,gem_seamless,h24,14.0,24
2024-03-27,ecmwf_ifs025,h24,16.3,24
2024-03-27,icon_seamless,h0,13.9,24
2024-03-27,ukmo_seamless,h0,16.3,24
2024-03-27,meteofrance_seamless,h0,15.0,24
2024-03-27,gem_seamless,h0,14.8,24
2024-03-27,ecmwf_ifs025,h0,16.2,24
2024-03-28,icon_seamless,h24,23.2,24
2024-03-28,meteofrance_seamless,h24,21.8,24
2024-03-28,gem_seamless,h24,23.0,24
2024-03-28,ecmwf_ifs025,h24,23.7,24
2024-03-28,icon_seamless,h0,22.4,24
2024-03-28,ukmo_seamless,h0,22.2,24
2024-03-28,meteofrance_seamless,h0,22.0,24
2024-03-28,gem_seamless,h0,23.9,24
2024-03-28,ecmwf_ifs025,h0,22.8,24
2024-03-29,icon_seamless,h24,26.7,24
2024-03-29,meteofrance_seamless,h24,24.6,24
2024-03-29,gem_seamless,h24,26.5,24
2024-03-29,ecmwf_ifs025,h24,25.9,24
2024-03-29,icon_seamless,h0,27.9,24
2024-03-29,ukmo_seamless,h0,27.6,24
2024-03-29,meteofrance_seamless,h0,26.3,24
2024-03-29,gem_seamless,h0,27.0,24
2024-03-29,ecmwf_ifs025,h0,26.6,24
2024-03-30,icon_seamless,h24,29.5,24
2024-03-30,meteofrance_seamless,h24,28.3,24
2024-03-30,gem_seamless,h24,28.8,24
2024-03-30,ecmwf_ifs025,h24,27.5,24
2024-03-30,icon_seamless,h0,30.0,24
2024-03-30,ukmo_seamless,h0,29.4,24
2024-03-30,meteofrance_seamless,h0,29.0,24
2024-03-30,gem_seamless,h0,31.3,24
2024-03-30,ecmwf_ifs025,h0,29.2,24
2024-01-01,jma_seamless,h24,9.9,24
2024-01-01,jma_gsm,h24,9.9,24
2024-01-01,gfs_seamless,h0,11.2,24
2024-01-01,cma_grapes_global,h0,9.7,24
2024-01-01,jma_seamless,h0,10.5,24
2024-01-01,knmi_seamless,h0,11.3,24
2024-01-01,jma_gsm,h0,10.5,24
2024-01-02,jma_seamless,h24,8.1,24
2024-01-02,jma_gsm,h24,8.1,24
2024-01-02,gfs_seamless,h0,7.6,24
2024-01-02,cma_grapes_global,h0,6.4,24
2024-01-02,jma_seamless,h0,6.1,24
2024-01-02,knmi_seamless,h0,6.5,24
2024-01-02,jma_gsm,h0,6.1,24
2024-01-03,jma_seamless,h24,11.2,24
2024-01-03,jma_gsm,h24,11.2,24
2024-01-03,gfs_seamless,h0,11.5,24
2024-01-03,cma_grapes_global,h0,9.9,24
2024-01-03,jma_seamless,h0,9.9,24
2024-01-03,knmi_seamless,h0,8.8,24
2024-01-03,jma_gsm,h0,9.9,24
2024-01-04,jma_seamless,h24,12.1,24
2024-01-04,jma_gsm,h24,12.1,24
2024-01-04,gfs_seamless,h0,13.2,24
2024-01-04,cma_grapes_global,h0,12.2,24
2024-01-04,jma_seamless,h0,12.5,24
2024-01-04,knmi_seamless,h0,12.9,24
2024-01-04,jma_gsm,h0,12.5,24
2024-01-05,jma_seamless,h24,13.3,24
2024-01-05,jma_gsm,h24,13.3,24
2024-01-05,gfs_seamless,h0,14.3,24
2024-01-05,cma_grapes_global,h0,13.7,24
2024-01-05,jma_seamless,h0,13.5,24
2024-01-05,knmi_seamless,h0,13.9,24
2024-01-05,jma_gsm,h0,13.5,24
2024-01-06,jma_seamless,h24,14.1,24
2024-01-06,jma_gsm,h24,14.1,24
2024-01-06,gfs_seamless,h0,15.4,24
2024-01-06,cma_grapes_global,h0,13.5,24
2024-01-06,jma_seamless,h0,14.4,24
2024-01-06,knmi_seamless,h0,15.4,24
2024-01-06,jma_gsm,h0,14.4,24
2024-01-07,jma_seamless,h24,9.8,24
2024-01-07,jma_gsm,h24,9.8,24
2024-01-07,gfs_seamless,h0,12.3,24
2024-01-07,cma_grapes_global,h0,11.3,24
2024-01-07,jma_seamless,h0,11.5,24
2024-01-07,knmi_seamless,h0,11.8,24
2024-01-07,jma_gsm,h0,11.5,24
2024-01-08,jma_seamless,h24,9.8,24
2024-01-08,jma_gsm,h24,9.8,24
2024-01-08,gfs_seamless,h0,11.3,24
2024-01-08,cma_grapes_global,h0,9.6,24
2024-01-08,jma_seamless,h0,10.8,24
2024-01-08,knmi_seamless,h0,11.6,24
2024-01-08,jma_gsm,h0,10.8,24
2024-01-09,jma_seamless,h24,13.9,24
2024-01-09,jma_gsm,h24,13.9,24
2024-01-09,gfs_seamless,h0,13.9,24
2024-01-09,cma_grapes_global,h0,12.5,24
2024-01-09,jma_seamless,h0,13.3,24
2024-01-09,knmi_seamless,h0,13.3,24
2024-01-09,jma_gsm,h0,13.3,24
2024-01-10,jma_seamless,h24,9.6,24
2024-01-10,jma_gsm,h24,9.6,24
2024-01-10,gfs_seamless,h0,11.8,24
2024-01-10,cma_grapes_global,h0,10.2,24
2024-01-10,jma_seamless,h0,11.0,24
2024-01-10,knmi_seamless,h0,11.8,24
2024-01-10,jma_gsm,h0,11.0,24
2024-01-11,jma_seamless,h24,13.7,24
2024-01-11,jma_gsm,h24,13.7,24
2024-01-11,gfs_seamless,h0,16.1,24
2024-01-11,cma_grapes_global,h0,14.3,24
2024-01-11,jma_seamless,h0,14.6,24
2024-01-11,knmi_seamless,h0,15.5,24
2024-01-11,jma_gsm,h0,14.6,24
2024-01-12,jma_seamless,h24,15.0,24
2024-01-12,jma_gsm,h24,15.0,24
2024-01-12,gfs_seamless,h0,17.0,24
2024-01-12,cma_grapes_global,h0,14.4,24
2024-01-12,jma_seamless,h0,14.8,24
2024-01-12,knmi_seamless,h0,16.5,24
2024-01-12,jma_gsm,h0,14.8,24
2024-01-13,jma_seamless,h24,17.2,24
2024-01-13,jma_gsm,h24,17.2,24
2024-01-13,gfs_seamless,h0,19.5,24
2024-01-13,cma_grapes_global,h0,17.7,24
2024-01-13,jma_seamless,h0,17.9,24
2024-01-13,knmi_seamless,h0,18.9,24
2024-01-13,jma_gsm,h0,17.9,24
2024-01-14,jma_seamless,h24,13.8,24
2024-01-14,jma_gsm,h24,13.8,24
2024-01-14,gfs_seamless,h0,13.3,24
2024-01-14,cma_grapes_global,h0,15.2,24
2024-01-14,jma_seamless,h0,13.2,24
2024-01-14,knmi_seamless,h0,14.4,24
2024-01-14,jma_gsm,h0,13.2,24
2024-01-15,jma_seamless,h24,8.3,24
2024-01-15,jma_gsm,h24,8.3,24
2024-01-15,gfs_seamless,h0,10.5,24
2024-01-15,cma_grapes_global,h0,8.8,24
2024-01-15,jma_seamless,h0,9.5,24
2024-01-15,knmi_seamless,h0,11.4,24
2024-01-15,jma_gsm,h0,9.5,24
2024-01-16,jma_seamless,h24,7.1,24
2024-01-16,jma_gsm,h24,7.1,24
2024-01-16,gfs_seamless,h0,8.2,24
2024-01-16,cma_grapes_global,h0,7.1,24
2024-01-16,jma_seamless,h0,6.5,24
2024-01-16,knmi_seamless,h0,6.8,24
2024-01-16,jma_gsm,h0,6.5,24
2024-01-17,jma_seamless,h24,7.6,24
2024-01-17,jma_gsm,h24,7.6,24
2024-01-17,gfs_seamless,h0,5.6,24
2024-01-17,cma_grapes_global,h0,5.5,24
2024-01-17,jma_seamless,h0,6.1,24
2024-01-17,knmi_seamless,h0,6.3,24
2024-01-17,jma_gsm,h0,6.1,24
2024-01-18,jma_seamless,h24,6.0,24
2024-01-18,jma_gsm,h24,6.0,24
2024-01-18,gfs_seamless,h0,5.6,24
2024-01-18,cma_grapes_global,h0,7.0,24
2024-01-18,jma_seamless,h0,5.7,24
2024-01-18,knmi_seamless,h0,6.9,24
2024-01-18,jma_gsm,h0,5.7,24
2024-01-19,jma_seamless,h24,5.5,24
2024-01-19,jma_gsm,h24,5.5,24
2024-01-19,gfs_seamless,h0,4.2,24
2024-01-19,cma_grapes_global,h0,6.5,24
2024-01-19,jma_seamless,h0,5.3,24
2024-01-19,knmi_seamless,h0,6.1,24
2024-01-19,jma_gsm,h0,5.3,24
2024-01-19,gfs_seamless,h24,2.7,4
2024-01-19,cma_grapes_global,h24,3.5,4
2024-01-20,gfs_seamless,h24,6.7,24
2024-01-20,cma_grapes_global,h24,4.3,24
2024-01-20,jma_seamless,h24,6.6,24
2024-01-20,jma_gsm,h24,6.6,24
2024-01-20,gfs_seamless,h0,6.8,24
2024-01-20,cma_grapes_global,h0,5.6,24
2024-01-20,jma_seamless,h0,6.8,24
2024-01-20,knmi_seamless,h0,7.0,24
2024-01-20,jma_gsm,h0,6.8,24
2024-01-21,gfs_seamless,h24,6.5,24
2024-01-21,cma_grapes_global,h24,4.9,24
2024-01-21,jma_seamless,h24,6.5,24
2024-01-21,jma_gsm,h24,6.5,24
2024-01-21,gfs_seamless,h0,6.7,24
2024-01-21,cma_grapes_global,h0,5.7,24
2024-01-21,jma_seamless,h0,5.6,24
2024-01-21,knmi_seamless,h0,6.6,24
2024-01-21,jma_gsm,h0,5.6,24
2024-01-22,gfs_seamless,h24,1.9,24
2024-01-22,cma_grapes_global,h24,0.6,24
2024-01-22,jma_seamless,h24,1.5,24
2024-01-22,jma_gsm,h24,1.5,24
2024-01-22,gfs_seamless,h0,1.3,24
2024-01-22,cma_grapes_global,h0,2.0,24
2024-01-22,jma_seamless,h0,1.5,24
2024-01-22,knmi_seamless,h0,1.1,24
2024-01-22,jma_gsm,h0,1.5,24
2024-01-23,gfs_seamless,h24,2.0,24
2024-01-23,cma_grapes_global,h24,0.2,24
2024-01-23,jma_seamless,h24,1.4,24
2024-01-23,jma_gsm,h24,1.4,24
2024-01-23,gfs_seamless,h0,1.3,24
2024-01-23,cma_grapes_global,h0,1.7,24
2024-01-23,jma_seamless,h0,1.0,24
2024-01-23,knmi_seamless,h0,1.9,24
2024-01-23,jma_gsm,h0,1.0,24
2024-01-24,gfs_seamless,h24,4.6,24
2024-01-24,cma_grapes_global,h24,4.0,24
2024-01-24,jma_seamless,h24,4.1,24
2024-01-24,jma_gsm,h24,4.1,24
2024-01-24,gfs_seamless,h0,4.3,24
2024-01-24,cma_grapes_global,h0,3.7,24
2024-01-24,jma_seamless,h0,4.2,24
2024-01-24,knmi_seamless,h0,5.3,24
2024-01-24,jma_gsm,h0,4.2,24
2024-01-25,gfs_seamless,h24,7.0,24
2024-01-25,cma_grapes_global,h24,5.9,24
2024-01-25,jma_seamless,h24,7.1,24
2024-01-25,jma_gsm,h24,7.1,24
2024-01-25,gfs_seamless,h0,6.8,24
2024-01-25,cma_grapes_global,h0,6.6,24
2024-01-25,jma_seamless,h0,7.7,24
2024-01-25,knmi_seamless,h0,7.4,24
2024-01-25,jma_gsm,h0,7.7,24
2024-01-26,gfs_seamless,h24,8.7,24
2024-01-26,cma_grapes_global,h24,7.7,24
2024-01-26,jma_seamless,h24,8.2,24
2024-01-26,jma_gsm,h24,8.2,24
2024-01-26,gfs_seamless,h0,8.5,24
2024-01-26,cma_grapes_global,h0,7.6,24
2024-01-26,jma_seamless,h0,8.8,24
2024-01-26,knmi_seamless,h0,7.3,24
2024-01-26,jma_gsm,h0,8.8,24
2024-01-27,gfs_seamless,h24,10.1,24
2024-01-27,cma_grapes_global,h24,8.8,24
2024-01-27,jma_seamless,h24,10.2,24
2024-01-27,jma_gsm,h24,10.2,24
2024-01-27,gfs_seamless,h0,9.9,24
2024-01-27,cma_grapes_global,h0,9.3,24
2024-01-27,jma_seamless,h0,10.5,24
2024-01-27,knmi_seamless,h0,10.4,24
2024-01-27,jma_gsm,h0,10.5,24
2024-01-28,gfs_seamless,h24,11.1,24
2024-01-28,cma_grapes_global,h24,9.2,24
2024-01-28,jma_seamless,h24,10.5,24
2024-01-28,jma_gsm,h24,10.5,24
2024-01-28,gfs_seamless,h0,10.8,24
2024-01-28,cma_grapes_global,h0,10.3,24
2024-01-28,jma_seamless,h0,11.8,24
2024-01-28,knmi_seamless,h0,11.1,24
2024-01-28,jma_gsm,h0,11.8,24
2024-01-29,gfs_seamless,h24,8.6,24
2024-01-29,cma_grapes_global,h24,11.7,24
2024-01-29,jma_seamless,h24,12.3,24
2024-01-29,jma_gsm,h24,12.3,24
2024-01-29,gfs_seamless,h0,10.6,24
2024-01-29,cma_grapes_global,h0,11.2,24
2024-01-29,jma_seamless,h0,13.2,24
2024-01-29,knmi_seamless,h0,12.9,24
2024-01-29,jma_gsm,h0,13.2,24
2024-01-30,gfs_seamless,h24,9.7,24
2024-01-30,cma_grapes_global,h24,12.5,24
2024-01-30,jma_seamless,h24,11.9,24
2024-01-30,jma_gsm,h24,11.9,24
2024-01-30,gfs_seamless,h0,10.2,24
2024-01-30,cma_grapes_global,h0,11.9,24
2024-01-30,jma_seamless,h0,12.5,24
2024-01-30,knmi_seamless,h0,11.3,24
2024-01-30,jma_gsm,h0,12.5,24
2024-01-31,gfs_seamless,h24,9.5,24
2024-01-31,cma_grapes_global,h24,11.7,24
2024-01-31,jma_seamless,h24,11.0,24
2024-01-31,jma_gsm,h24,11.0,24
2024-01-31,gfs_seamless,h0,9.7,24
2024-01-31,cma_grapes_global,h0,10.1,24
2024-01-31,jma_seamless,h0,11.1,24
2024-01-31,knmi_seamless,h0,11.8,24
2024-01-31,jma_gsm,h0,11.1,24
2024-02-01,gfs_seamless,h24,8.1,24
2024-02-01,cma_grapes_global,h24,8.4,24
2024-02-01,jma_seamless,h24,9.8,24
2024-02-01,jma_gsm,h24,9.8,24
2024-02-01,gfs_seamless,h0,6.8,24
2024-02-01,cma_grapes_global,h0,5.9,24
2024-02-01,jma_seamless,h0,8.5,24
2024-02-01,knmi_seamless,h0,7.5,24
2024-02-01,jma_gsm,h0,8.5,24
2024-02-02,gfs_seamless,h24,0.3,24
2024-02-02,cma_grapes_global,h24,2.6,24
2024-02-02,jma_seamless,h24,0.8,24
2024-02-02,jma_gsm,h24,0.8,24
2024-02-02,gfs_seamless,h0,-0.5,24
2024-02-02,cma_grapes_global,h0,3.5,24
2024-02-02,jma_seamless,h0,0.7,24
2024-02-02,knmi_seamless,h0,1.3,24
2024-02-02,jma_gsm,h0,0.7,24
2024-02-03,gfs_seamless,h24,-0.5,24
2024-02-03,cma_grapes_global,h24,2.6,24
2024-02-03,jma_seamless,h24,0.7,24
2024-02-03,jma_gsm,h24,0.7,24
2024-02-03,gfs_seamless,h0,-0.6,24
2024-02-03,cma_grapes_global,h0,2.7,24
2024-02-03,jma_seamless,h0,1.2,24
2024-02-03,knmi_seamless,h0,1.4,24
2024-02-03,jma_gsm,h0,1.2,24
2024-02-04,gfs_seamless,h24,-0.0,24
2024-02-04,cma_grapes_global,h24,2.2,24
2024-02-04,jma_seamless,h24,1.7,24
2024-02-04,jma_gsm,h24,1.7,24
2024-02-04,gfs_seamless,h0,-0.3,24
2024-02-04,cma_grapes_global,h0,2.9,24
2024-02-04,jma_seamless,h0,0.8,24
2024-02-04,knmi_seamless,h0,-0.8,24
2024-02-04,jma_gsm,h0,0.8,24
2024-02-04,knmi_seamless,h24,-0.7,16
2024-02-05,gfs_seamless,h24,-0.1,24
2024-02-05,cma_grapes_global,h24,5.1,24
2024-02-05,jma_seamless,h24,2.0,24
2024-02-05,knmi_seamless,h24,-1.2,24
2024-02-05,jma_gsm,h24,2.0,24
2024-02-05,gfs_seamless,h0,1.0,24
2024-02-05,cma_grapes_global,h0,2.9,24
2024-02-05,jma_seamless,h0,1.7,24
2024-02-05,knmi_seamless,h0,-0.7,24
2024-02-05,jma_gsm,h0,1.7,24
2024-02-06,gfs_seamless,h24,0.4,24
2024-02-06,cma_grapes_global,h24,5.2,24
2024-02-06,jma_seamless,h24,1.0,24
2024-02-06,knmi_seamless,h24,-0.7,24
2024-02-06,jma_gsm,h24,1.0,24
2024-02-06,gfs_seamless,h0,0.7,24
2024-02-06,cma_grapes_global,h0,3.8,24
2024-02-06,jma_seamless,h0,1.7,24
2024-02-06,knmi_seamless,h0,-0.9,24
2024-02-06,jma_gsm,h0,1.7,24
2024-02-07,gfs_seamless,h24,3.5,24
2024-02-07,cma_grapes_global,h24,7.3,24
2024-02-07,jma_seamless,h24,6.0,24
2024-02-07,knmi_seamless,h24,2.3,24
2024-02-07,jma_gsm,h24,6.0,24
2024-02-07,gfs_seamless,h0,3.6,24
2024-02-07,cma_grapes_global,h0,6.5,24
2024-02-07,jma_seamless,h0,5.8,24
2024-02-07,knmi_seamless,h0,3.8,24
2024-02-07,jma_gsm,h0,5.8,24
2024-02-08,gfs_seamless,h24,6.5,24
2024-02-08,cma_grapes_global,h24,8.0,24
2024-02-08,jma_seamless,h24,8.4,24
2024-02-08,knmi_seamless,h24,6.9,24
2024-02-08,jma_gsm,h24,8.4,24
2024-02-08,gfs_seamless,h0,6.0,24
2024-02-08,cma_grapes_global,h0,6.3,24
2024-02-08,jma_seamless,h0,8.0,24
2024-02-08,knmi_seamless,h0,6.2,24
2024-02-08,jma_gsm,h0,8.0,24
2024-02-09,gfs_seamless,h24,10.6,24
2024-02-09,cma_grapes_global,h24,10.5,24
2024-02-09,jma_seamless,h24,12.6,24
2024-02-09,knmi_seamless,h24,10.4,24
2024-02-09,jma_gsm,h24,12.6,24
2024-02-09,gfs_seamless,h0,9.8,24
2024-02-09,cma_grapes_global,h0,9.0,24
2024-02-09,jma_seamless,h0,11.5,24
2024-02-09,knmi_seamless,h0,10.3,24
2024-02-09,jma_gsm,h0,11.5,24
2024-02-10,gfs_seamless,h24,14.5,24
2024-02-10,cma_grapes_global,h24,11.8,24
2024-02-10,jma_seamless,h24,14.9,24
2024-02-10,knmi_seamless,h24,14.6,24
2024-02-10,jma_gsm,h24,14.9,24
2024-02-10,gfs_seamless,h0,13.5,24
2024-02-10,cma_grapes_global,h0,13.0,24
2024-02-10,jma_seamless,h0,14.1,24
2024-02-10,knmi_seamless,h0,14.5,24
2024-02-10,jma_gsm,h0,14.1,24
2024-02-11,gfs_seamless,h24,15.6,24
2024-02-11,cma_grapes_global,h24,13.1,24
2024-02-11,jma_seamless,h24,15.9,24
2024-02-11,knmi_seamless,h24,15.8,24
2024-02-11,jma_gsm,h24,15.9,24
2024-02-11,gfs_seamless,h0,15.8,24
2024-02-11,cma_grapes_global,h0,15.1,24
2024-02-11,jma_seamless,h0,15.9,24
2024-02-11,knmi_seamless,h0,15.9,24
2024-02-11,jma_gsm,h0,15.9,24
2024-02-12,gfs_seamless,h24,18.0,24
2024-02-12,cma_grapes_global,h24,15.9,24
2024-02-12,jma_seamless,h24,18.7,24
2024-02-12,knmi_seamless,h24,18.4,24
2024-02-12,jma_gsm,h24,18.7,24
2024-02-12,gfs_seamless,h0,18.5,24
2024-02-12,cma_grapes_global,h0,17.8,24
2024-02-12,jma_seamless,h0,19.8,24
2024-02-12,knmi_seamless,h0,19.3,24
2024-02-12,jma_gsm,h0,19.8,24
2024-02-13,gfs_seamless,h24,21.7,24
2024-02-13,cma_grapes_global,h24,19.2,24
2024-02-13,jma_seamless,h24,20.6,24
2024-02-13,knmi_seamless,h24,20.9,24
2024-02-13,jma_gsm,h24,20.6,24
2024-02-13,gfs_seamless,h0,22.1,24
2024-02-13,cma_grapes_global,h0,20.3,24
2024-02-13,jma_seamless,h0,21.2,24
2024-02-13,knmi_seamless,h0,21.7,24
2024-02-13,jma_gsm,h0,21.2,24
2024-02-14,gfs_seamless,h24,23.0,24
2024-02-14,cma_grapes_global,h24,20.5,24
2024-02-14,jma_seamless,h24,20.4,24
2024-02-14,knmi_seamless,h24,21.9,24
2024-02-14,jma_gsm,h24,20.4,24
2024-02-14,gfs_seamless,h0,22.7,24
2024-02-14,cma_grapes_global,h0,21.9,24
2024-02-14,jma_seamless,h0,21.3,24
2024-02-14,knmi_seamless,h0,22.5,24
2024-02-14,jma_gsm,h0,21.3,24
2024-02-15,gfs_seamless,h24,12.7,24
2024-02-15,cma_grapes_global,h24,14.6,24
2024-02-15,jma_seamless,h24,12.1,24
2024-02-15,knmi_seamless,h24,13.7,24
2024-02-15,jma_gsm,h24,12.1,24
2024-02-15,gfs_seamless,h0,13.4,24
2024-02-15,cma_grapes_global,h0,11.3,24
2024-02-15,jma_seamless,h0,13.7,24
2024-02-15,knmi_seamless,h0,13.4,24
2024-02-15,jma_gsm,h0,13.7,24
2024-02-16,gfs_seamless,h24,14.6,24
2024-02-16,cma_grapes_global,h24,10.4,24
2024-02-16,jma_seamless,h24,14.1,24
2024-02-16,knmi_seamless,h24,12.4,24
2024-02-16,jma_gsm,h24,14.1,24
2024-02-16,gfs_seamless,h0,14.2,24
2024-02-16,cma_grapes_global,h0,12.4,24
2024-02-16,jma_seamless,h0,13.4,24
2024-02-16,knmi_seamless,h0,13.5,24
2024-02-16,jma_gsm,h0,13.4,24
2024-02-17,gfs_seamless,h24,19.6,24
2024-02-17,cma_grapes_global,h24,15.3,24
2024-02-17,jma_seamless,h24,18.1,24
2024-02-17,knmi_seamless,h24,18.1,24
2024-02-17,jma_gsm,h24,18.1,24
2024-02-17,gfs_seamless,h0,17.5,24
2024-02-17,cma_grapes_global,h0,15.5,24
2024-02-17,jma_seamless,h0,18.5,24
2024-02-17,knmi_seamless,h0,18.0,24
2024-02-17,jma_gsm,h0,18.5,24
2024-02-18,gfs_seamless,h24,25.5,24
2024-02-18,cma_grapes_global,h24,21.2,24
2024-02-18,jma_seamless,h24,22.8,24
2024-02-18,knmi_seamless,h24,24.3,24
2024-02-18,jma_gsm,h24,22.8,24
2024-02-18,gfs_seamless,h0,24.8,24
2024-02-18,cma_grapes_global,h0,21.5,24
2024-02-18,jma_seamless,h0,22.0,24
2024-02-18,knmi_seamless,h0,21.4,24
2024-02-18,jma_gsm,h0,22.0,24
2024-02-19,gfs_seamless,h24,15.7,24
2024-02-19,cma_grapes_global,h24,15.5,24
2024-02-19,jma_seamless,h24,16.9,24
2024-02-19,knmi_seamless,h24,15.9,24
2024-02-19,jma_gsm,h24,16.9,24
2024-02-19,gfs_seamless,h0,16.4,24
2024-02-19,cma_grapes_global,h0,15.6,24
2024-02-19,jma_seamless,h0,16.3,24
2024-02-19,knmi_seamless,h0,16.0,24
2024-02-19,jma_gsm,h0,16.3,24
2024-02-20,gfs_seamless,h24,7.2,24
2024-02-20,cma_grapes_global,h24,5.4,24
2024-02-20,jma_seamless,h24,8.6,24
2024-02-20,knmi_seamless,h24,7.3,24
2024-02-20,jma_gsm,h24,8.6,24
2024-02-20,gfs_seamless,h0,6.3,24
2024-02-20,cma_grapes_global,h0,6.3,24
2024-02-20,jma_seamless,h0,7.2,24
2024-02-20,knmi_seamless,h0,6.5,24
2024-02-20,jma_gsm,h0,7.2,24
2024-02-21,gfs_seamless,h24,1.4,24
2024-02-21,cma_grapes_global,h24,0.6,24
2024-02-21,jma_seamless,h24,2.7,24
2024-02-21,knmi_seamless,h24,1.1,24
2024-02-21,jma_gsm,h24,2.7,24
2024-02-21,gfs_seamless,h0,1.0,24
2024-02-21,cma_grapes_global,h0,3.6,24
2024-02-21,jma_seamless,h0,1.8,24
2024-02-21,knmi_seamless,h0,1.3,24
2024-02-21,jma_gsm,h0,1.8,24
2024-02-22,gfs_seamless,h24,-2.9,24
2024-02-22,cma_grapes_global,h24,-0.8,24
2024-02-22,jma_seamless,h24,-1.1,24
2024-02-22,knmi_seamless,h24,-1.2,24
2024-02-22,jma_gsm,h24,-1.1,24
2024-02-22,gfs_seamless,h0,-3.3,24
2024-02-22,cma_grapes_global,h0,0.7,24
2024-02-22,jma_seamless,h0,-0.8,24
